Role,State,Count
Help Desk Analyst,AZ,3
Help Desk Analyst,CT,3
Help Desk Analyst,WA,3
Help Desk Analyst,MT,3
Help Desk Analyst,AL,3
Help Desk Analyst,OK,2
Help Desk Analyst,KS,2
Help Desk Analyst,NE,2
Help Desk Analyst,NM,2
Help Desk Analyst,MI,2
Help Desk Analyst,LA,2
Help Desk Analyst,OR,2
Help Desk Analyst,SC,2
Help Desk Analyst,HI,1
Help Desk Analyst,DE,1
Help Desk Analyst,NJ,1
Help Desk Analyst,MN,1
Help Desk Analyst,ID,1
Help Desk Analyst,WY,1
Help Desk Analyst,IA,1
Help Desk Analyst,ME,1
IT Specialist,CA,25
IT Specialist,NY,20
IT Specialist,MD,16
IT Specialist,FL,13
IT Specialist,VA,13
IT Specialist,OR,9
IT Specialist,TX,8
IT Specialist,DC,7
IT Specialist,MI,6
IT Specialist,MO,6
IT Specialist,MA,6
IT Specialist,IN,5
IT Specialist,GA,5
IT Specialist,MN,4
IT Specialist,NC,4
IT Specialist,PA,4
IT Specialist,IL,4
IT Specialist,NJ,4
IT Specialist,LA,4
IT Specialist,KS,3
IT Specialist,AL,3
IT Specialist,TN,3
IT Specialist,WA,3
IT Specialist,OH,3
IT Specialist,CO,3
IT Specialist,NM,2
IT Specialist,NV,2
IT Specialist,UT,2
IT Specialist,SC,1
IT Specialist,OK,1
IT Specialist,AR,1
IT Specialist,HI,1
IT Specialist,WV,1
IT Specialist,DE,1
IT Specialist,AZ,1
IT Specialist,WI,1
IT Specialist,MS,1
Information Technology Manager,CA,30
Information Technology Manager,TX,15
Information Technology Manager,NY,12
Information Technology Manager,VA,9
Information Technology Manager,FL,9
Information Technology Manager,MD,9
Information Technology Manager,CO,9
Information Technology Manager,IL,7
Information Technology Manager,MA,7
Information Technology Manager,AZ,7
Information Technology Manager,OH,6
Information Technology Manager,WA,6
Information Technology Manager,NC,5
Information Technology Manager,GA,5
Information Technology Manager,KY,5
Information Technology Manager,MN,4
Information Technology Manager,HI,4
Information Technology Manager,TN,4
Information Technology Manager,IN,4
Information Technology Manager,PA,4
Information Technology Manager,NV,4
Information Technology Manager,MI,3
Information Technology Manager,OR,3
Information Technology Manager,MO,3
Information Technology Manager,UT,3
Information Technology Manager,NJ,3
Information Technology Manager,CT,2
Information Technology Manager,SC,2
Information Technology Manager,WI,2
Information Technology Manager,DC,1
Information Technology Manager,AK,1
Information Technology Manager,WV,1
Information Technology Manager,KS,1
Information Technology Manager,DE,1
Information Technology Manager,MS,1
Information Technology Manager,OK,1
Information Technology Manager,MT,1
Information Technology Manager,AL,1
Information Technology Manager,NM,1
Information Technology Manager,AR,1
Information Technology Manager,LA,1
Telecommunications,CA,26
Telecommunications,TX,21
Telecommunications,VA,10
Telecommunications,IL,9
Telecommunications,MD,9
Telecommunications,OH,8
Telecommunications,DC,8
Telecommunications,OR,7
Telecommunications,SC,7
Telecommunications,FL,6
Telecommunications,TN,6
Telecommunications,NY,6
Telecommunications,UT,6
Telecommunications,IA,6
Telecommunications,CO,5
Telecommunications,GA,5
Telecommunications,NJ,5
Telecommunications,NC,5
Telecommunications,AL,5
Telecommunications,WA,5
Telecommunications,MO,4
Telecommunications,MI,4
Telecommunications,NV,4
Telecommunications,MA,3
Telecommunications,IN,3
Telecommunications,OK,3
Telecommunications,MN,2
Telecommunications,WI,2
Telecommunications,NH,2
Telecommunications,MT,1
Telecommunications,AZ,1
Telecommunications,NM,1
Telecommunications,AK,1
Telecommunications,PA,1
GIS,CA,20
GIS,VA,16
GIS,TX,14
GIS,NY,13
GIS,IL,12
GIS,MA,11
GIS,WA,9
GIS,MD,7
GIS,NJ,6
GIS,WI,6
GIS,DC,6
GIS,CO,6
GIS,FL,5
GIS,NC,5
GIS,MO,5
GIS,OH,4
GIS,PA,4
GIS,AZ,3
GIS,GA,3
GIS,IN,3
GIS,ID,3
GIS,DE,2
GIS,TN,2
GIS,VT,2
GIS,WV,2
GIS,UT,2
GIS,SD,2
GIS,MI,2
GIS,OR,2
GIS,ME,2
GIS,MT,2
GIS,SC,2
GIS,WY,2
GIS,LA,2
GIS,AK,2
GIS,MN,1
GIS,CT,1
GIS,IA,1
GIS,KS,1
GIS,NV,1
GIS,MS,1
GIS,NE,1
GIS,HI,1
GIS,OK,1
GIS,KY,1
GIS,NM,1
Director of IT,CA,31
Director of IT,NY,22
Director of IT,TX,20
Director of IT,PA,11
Director of IT,FL,10
Director of IT,NC,8
Director of IT,IL,7
Director of IT,MN,6
Director of IT,MA,6
Director of IT,WI,5
Director of IT,WA,5
Director of IT,NJ,5
Director of IT,AZ,5
Director of IT,CO,4
Director of IT,OK,4
Director of IT,CT,4
Director of IT,IN,4
Director of IT,MI,4
Director of IT,MD,4
Director of IT,GA,3
Director of IT,DC,3
Director of IT,OH,3
Director of IT,MO,2
Director of IT,AR,2
Director of IT,NV,2
Director of IT,ID,2
Director of IT,HI,2
Director of IT,LA,2
Director of IT,RI,2
Director of IT,VA,2
Director of IT,NH,1
Director of IT,WY,1
Director of IT,TN,1
Director of IT,OR,1
Director of IT,MS,1
Director of IT,KS,1
Director of IT,NM,1
Cyber Security,VA,35
Cyber Security,MD,25
Cyber Security,DC,18
Cyber Security,TX,13
Cyber Security,NY,10
Cyber Security,CA,9
Cyber Security,CO,7
Cyber Security,FL,6
Cyber Security,NJ,5
Cyber Security,NC,5
Cyber Security,AZ,5
Cyber Security,AL,4
Cyber Security,IL,4
Cyber Security,NE,4
Cyber Security,MO,3
Cyber Security,OH,3
Cyber Security,PA,3
Cyber Security,GA,3
Cyber Security,OR,3
Cyber Security,NH,2
Cyber Security,IN,2
Cyber Security,WV,2
Cyber Security,HI,2
Cyber Security,OK,2
Cyber Security,NV,2
Cyber Security,MI,2
Cyber Security,CT,2
Cyber Security,LA,2
Cyber Security,DE,1
Cyber Security,MS,1
Cyber Security,KY,1
Cyber Security,MN,1
Cyber Security,IA,1
Cyber Security,MA,1
Cyber Security,ME,1
Cyber Security,VT,1
Cyber Security,WI,1
Security Analyst,VA,28
Security Analyst,CA,19
Security Analyst,TX,18
Security Analyst,MD,15
Security Analyst,DC,12
Security Analyst,NY,11
Security Analyst,NJ,8
Security Analyst,CO,7
Security Analyst,IL,6
Security Analyst,OH,6
Security Analyst,AZ,6
Security Analyst,FL,5
Security Analyst,MI,5
Security Analyst,MO,5
Security Analyst,UT,5
Security Analyst,PA,4
Security Analyst,NC,4
Security Analyst,IN,4
Security Analyst,SC,4
Security Analyst,GA,4
Security Analyst,WA,3
Security Analyst,MN,2
Security Analyst,MA,2
Security Analyst,WV,2
Security Analyst,NM,2
Security Analyst,NV,2
Security Analyst,LA,1
Security Analyst,AR,1
Security Analyst,KY,1
Security Analyst,HI,1
Security Analyst,ID,1
Security Analyst,NE,1
Security Analyst,AL,1
Security Analyst,PR,1
Security Analyst,NH,1
Security Analyst,IA,1
Security Analyst,OR,1
Security Director,CA,20
Security Director,NY,19
Security Director,TX,16
Security Director,FL,11
Security Director,IL,11
Security Director,VA,9
Security Director,CO,8
Security Director,OH,7
Security Director,MD,7
Security Director,MO,7
Security Director,AZ,7
Security Director,MA,6
Security Director,NC,6
Security Director,GA,6
Security Director,NJ,5
Security Director,MI,5
Security Director,PA,5
Security Director,DC,4
Security Director,CT,4
Security Director,WA,4
Security Director,MN,3
Security Director,NH,3
Security Director,AL,3
Security Director,IA,2
Security Director,IN,2
Security Director,HI,2
Security Director,WI,2
Security Director,TN,2
Security Director,VT,1
Security Director,RI,1
Security Director,ME,1
Security Director,NM,1
Security Director,OR,1
Security Director,ID,1
Security Director,NV,1
Security Director,DE,1
Security Director,SC,1
Security Director,UT,1
Data Scientist,CA,35
Data Scientist,NY,21
Data Scientist,WA,18
Data Scientist,VA,16
Data Scientist,MA,12
Data Scientist,TX,10
Data Scientist,IL,8
Data Scientist,CO,7
Data Scientist,AZ,7
Data Scientist,OH,7
Data Scientist,PA,7
Data Scientist,MD,6
Data Scientist,DC,5
Data Scientist,NJ,5
Data Scientist,MI,5
Data Scientist,MN,4
Data Scientist,ME,3
Data Scientist,FL,3
Data Scientist,GA,3
Data Scientist,NC,2
Data Scientist,OR,2
Data Scientist,CT,2
Data Scientist,OK,1
Data Scientist,DE,1
Data Scientist,TN,1
Data Scientist,MO,1
Data Scientist,WI,1
Data Scientist,AR,1
Data Scientist,UT,1
Data Scientist,NE,1
Data Scientist,NM,1
Analyst,CA,47
Analyst,NY,38
Analyst,TX,19
Analyst,MA,11
Analyst,IL,10
Analyst,VA,9
Analyst,FL,7
Analyst,NC,6
Analyst,OH,6
Analyst,DC,6
Analyst,CO,4
Analyst,NJ,4
Analyst,MO,3
Analyst,VT,3
Analyst,WA,3
Analyst,WI,2
Analyst,MD,2
Analyst,OK,2
Analyst,AZ,2
Analyst,GA,2
Analyst,OR,2
Analyst,MI,2
Analyst,PA,2
Analyst,NM,1
Analyst,WV,1
Analyst,CT,1
Analyst,IA,1
Analyst,UT,1
Data Analyst,CA,46
Data Analyst,NY,35
Data Analyst,TX,15
Data Analyst,VA,14
Data Analyst,MA,9
Data Analyst,OH,8
Data Analyst,WA,7
Data Analyst,PA,7
Data Analyst,IL,7
Data Analyst,NJ,6
Data Analyst,DC,4
Data Analyst,NC,4
Data Analyst,OR,4
Data Analyst,FL,4
Data Analyst,SC,3
Data Analyst,MN,3
Data Analyst,MO,2
Data Analyst,CO,2
Data Analyst,WI,2
Data Analyst,MD,2
Data Analyst,UT,2
Data Analyst,OK,2
Data Analyst,GA,2
Data Analyst,AZ,1
Data Analyst,TN,1
Data Analyst,NV,1
Data Analyst,RI,1
Data Analyst,VT,1
Data Analyst,CT,1
Data Analyst,KY,1
Credit Analyst,TX,36
Credit Analyst,CA,22
Credit Analyst,IL,14
Credit Analyst,NY,14
Credit Analyst,PA,11
Credit Analyst,MN,7
Credit Analyst,OH,7
Credit Analyst,GA,7
Credit Analyst,NJ,7
Credit Analyst,SD,6
Credit Analyst,WI,5
Credit Analyst,CO,5
Credit Analyst,TN,5
Credit Analyst,MI,5
Credit Analyst,OK,5
Credit Analyst,AZ,5
Credit Analyst,VA,5
Credit Analyst,UT,5
Credit Analyst,IA,5
Credit Analyst,WA,4
Credit Analyst,NC,4
Credit Analyst,FL,4
Credit Analyst,MO,4
Credit Analyst,MA,3
Credit Analyst,IN,3
Credit Analyst,WV,3
Credit Analyst,KY,2
Credit Analyst,VI,2
Credit Analyst,CT,2
Credit Analyst,RI,2
Credit Analyst,NE,2
Credit Analyst,MS,2
Credit Analyst,NH,1
Credit Analyst,AK,1
Credit Analyst,SC,1
Credit Analyst,NV,1
Credit Analyst,AR,1
Credit Analyst,LA,1
Credit Analyst,ND,1
Credit Analyst,AL,1
Credit Analyst,DC,1
Systems Analyst,CA,26
Systems Analyst,VA,16
Systems Analyst,TX,16
Systems Analyst,FL,15
Systems Analyst,NJ,11
Systems Analyst,WI,9
Systems Analyst,IL,8
Systems Analyst,MD,7
Systems Analyst,NC,7
Systems Analyst,WA,6
Systems Analyst,MA,5
Systems Analyst,GA,5
Systems Analyst,OH,5
Systems Analyst,PA,5
Systems Analyst,NY,4
Systems Analyst,AZ,4
Systems Analyst,MN,4
Systems Analyst,SC,3
Systems Analyst,KY,3
Systems Analyst,MO,3
Systems Analyst,AL,3
Systems Analyst,MI,3
Systems Analyst,DC,3
Systems Analyst,OK,2
Systems Analyst,TN,2
Systems Analyst,NE,2
Systems Analyst,ID,2
Systems Analyst,CO,2
Systems Analyst,UT,2
Systems Analyst,LA,1
Systems Analyst,DE,1
Systems Analyst,WY,1
Systems Analyst,HI,1
Systems Analyst,WV,1
Systems Analyst,KS,1
Systems Analyst,IA,1
Systems Analyst,RI,1
Systems Analyst,IN,1
Systems Analyst,MT,1
Systems Analyst,CT,1
Test Analyst,CA,29
Test Analyst,VA,22
Test Analyst,TX,17
Test Analyst,MD,11
Test Analyst,NY,11
Test Analyst,OH,9
Test Analyst,NC,8
Test Analyst,DC,7
Test Analyst,TN,6
Test Analyst,WA,6
Test Analyst,PA,6
Test Analyst,IL,5
Test Analyst,MA,5
Test Analyst,NJ,5
Test Analyst,MI,4
Test Analyst,FL,4
Test Analyst,MN,4
Test Analyst,LA,4
Test Analyst,CO,4
Test Analyst,NM,3
Test Analyst,MO,3
Test Analyst,OR,3
Test Analyst,ID,2
Test Analyst,WI,2
Test Analyst,PR,2
Test Analyst,GA,2
Test Analyst,AZ,2
Test Analyst,ME,1
Test Analyst,SC,1
Test Analyst,OK,1
Test Analyst,KY,1
Test Analyst,NE,1
Test Analyst,CT,1
Test Analyst,IN,1
Test Analyst,KS,1
Test Analyst,DE,1
