"","QA Analyst","Data Analyst","Helpdesk Technician","IT Business Analyst","QA Manager","Quality Manager","Cyber Security","Test Analyst","Production Supervisor","Security Manager","Analyst","Civil Engineer","Desktop Support","Front End Developer","GIS","Electrical Engineer","CAD Designer","Mechanical Engineer","Safety Manager","Solutions Architect","QA","Systems Administrator","Entry Level Mechanical Engineer","Project Engineer","Help Desk","Technical Support Engineer","Network Engineer","Safety Coordinator","Help Desk Technician","UX Designer","IT Specialist","System Administrator","Drafter","Information Technology","Systems Analyst","Software Developer","Manufacturing Engineer","Security Analyst","Production Manager","Telecommunications","Quality Engineer","QA Tester","Data Scientist","Manufacturing Manager","IT Support Specialist","IT Director","Network Administrator","Help Desk Analyst","Information Technology Manager","Technical Support","Engineer","Senior Software Engineer","Desktop Support Technician","Quality Assurance","Systems Engineer","Engineering Manager","IT Manager","Process Engineer","Software Engineer","Director of IT","Web Developer","Security Director","IT Support","Amazon","Manufacturing","Credit Analyst","res.km$cluster"
"qa.tester",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,5.82851587874398,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"helpdesk.technician",-0.236009793089194,-0.234792070010828,1.42260284200853,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"occupational.safety",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,3.21848135010361,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,2.65977670656283,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"using.autocad",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,1.61083856805929,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"safety.management",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,3.39235905771757,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,2.21848263925101,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"security.risk",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,2.50434599783464,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"business.processes",-0.236009793089194,-0.234792070010828,-0.249687267503438,4.61652289057231,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,2.1732350806283,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"problem.solving",2.62894386910659,4.01047156390325,4.18551693598483,4.69363617885861,3.8909076942677,3.04403073421071,3.63981419593625,3.11877889982652,4.40717973663161,3.08604784492489,4.4253733738673,-0.210543959685182,3.18228020052571,2.78818549982901,2.84902130697827,1.80288288143664,-0.209875616957092,2.24291936624626,-0.259072802175523,3.68675817945749,3.06130038563225,3.39944935970258,3.37996881421058,1.62760624591871,3.0724057365461,4.30625908130648,2.39152409912073,-0.252764137695227,3.70231761222768,-0.244875982955415,3.91135898407004,3.85679690167147,-0.191991983258803,3.15443224030142,4.01098574308399,2.60989392569621,3.67714664800594,2.7464447245539,6.72545086900459,3.31261203754601,4.31751865059134,4.02471713564169,2.42942518501382,5.77000449861399,3.10396010269271,3.34881692638718,2.88066207538745,4.05137204279322,4.14952789576768,4.83412340762282,4.55291284151368,2.58379861271228,2.97656634807173,3.11447756486138,2.72968366919236,3.26954233075153,5.06483971607362,4.9197521082044,2.75204505146165,2.35118144255526,-0.229001705212928,3.34092741907933,3.58446991882446,-0.230436921685735,3.52857230793292,2.65503065637784,2
"school.diploma",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,2.80009629559093,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,2.34711595542979,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,4.2521925332957,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,2.30204345059084,7.50545052224467,-0.240856738318253,3
"user.flows",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,3.0796390532951,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"manufacturing.process",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,5.54597463716289,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,5.2099134526795,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"X000.00",1.51479522269712,2.86071266305152,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,1.61589100050296,-0.247172779635778,3.9842630416209,-0.245023990515178,3.49276256724399,-0.210543959685182,1.47058820573525,2.5680406924446,-0.246905323438179,3.55636024034436,1.51922422005858,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,1.85981210476985,4.22034315051466,3.15756687879411,-0.252764137695227,2.37161849104595,1.41738153516984,2.97980571526646,2.48873376579907,3.11319736082436,-0.236296156159418,-0.244857896287076,4.685281416832,1.22097271939967,-0.239439571650226,1.45363392825034,-0.23691427973058,-0.221917332401368,-0.238807166236452,1.0326632895897,-0.242072019938287,3.92063495940146,-0.249265431751334,2.96084640018489,-0.236915605194145,-0.242905333297896,1.84078491542722,1.4426869043086,5.46777524201486,1.70423434928862,1.44521627060048,2.23523222343114,-0.234067106096142,-0.232709167395964,1.22019496614689,-0.232256383014004,-0.248775991329418,4.43795275430894,-0.250622893801939,1.67152928732363,-0.230436921685735,-0.238996526678213,-0.240856738318253,2
"experience.testing",2.46977977676238,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,2.80119233095528,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,3.53277202388652,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"construction.management",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,1.77252647312793,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,4.83943343394732,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"X10.years",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,2.06445646257841,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,1.65844562973629,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,1.68017071919843,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,1.64191310470585,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,3.16776242341972,-0.236982492933978,2.86907261196871,-0.246526591712453,-0.236915605194145,1.03489342424845,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,2.90074133739914,1.72330888188511,-0.230611756228597,-0.232256383014004,2.35118144255526,-0.229001705212928,1.58895165669822,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"pre.sales",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,2.31863036564449,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"test.results",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,2.5146337265897,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,2.28097622160134,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,2.05693668862101,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"security.controls",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,2.02014854439614,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"business.needs",-0.236009793089194,-0.234792070010828,-0.249687267503438,3.38271027799157,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,2.3126921817948,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,2.66632779817764,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"gis.data",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,6.18309613973444,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"work.closely",-0.236009793089194,-0.234792070010828,-0.249687267503438,2.38023753026971,-0.23846030781243,3.49190878068607,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,-0.210543959685182,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,2.22742184472363,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,2.5020245346782,-0.213021351768773,-0.252764137695227,-0.226413126499334,3.36872731731689,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,-0.23691427973058,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,2.07817053399941,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
"must.possess",-0.236009793089194,-0.234792070010828,-0.249687267503438,-0.24161427146437,-0.23846030781243,-0.240408273275214,-0.24611833929567,-0.247172779635778,-0.244903908486141,-0.245023990515178,-0.237680659249272,1.27675886492465,-0.241103789055207,-0.220460201091265,-0.246905323438179,-0.210368901012966,-0.209875616957092,-0.223896946653742,-0.259072802175523,-0.23520822013977,-0.233401640276039,-0.243360774173549,-0.223235789860636,-0.20772357581192,-0.228543594400363,-0.247285250660132,-0.213021351768773,-0.252764137695227,-0.226413126499334,-0.244875982955415,-0.238287395145901,-0.247392505945725,-0.191991983258803,-0.236296156159418,-0.244857896287076,-0.22646897885603,-0.220694586521399,-0.239439571650226,-0.24087865984924,2.79062287324063,-0.221917332401368,-0.238807166236452,-0.224422416291997,-0.242072019938287,-0.236982492933978,-0.249265431751334,-0.246526591712453,-0.236915605194145,-0.242905333297896,-0.245481306406073,-0.232050138801834,-0.233108792653031,-0.24168517826202,-0.224045023660413,-0.237025005374932,-0.234067106096142,-0.232709167395964,-0.230611756228597,-0.232256383014004,-0.248775991329418,-0.229001705212928,-0.250622893801939,-0.241411344177194,-0.230436921685735,-0.238996526678213,-0.240856738318253,3
