jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
Data Scientist at ​Growth in Value Alliance (GV Alliance) Partners,careersome,Lagos,LA,NG,en,Lagos,careersome,"Thu, 07 Nov 2019 17:24:26 GMT",Proven experience as a <b>Data</b> <b>Scientist</b> or <b>Data</b> Analyst. We are recruiting to fill the position of a <b>Data</b> <b>Scientist</b> in Lagos. What will you be doing?,http://ng.indeed.com/viewjob?jk=d1ac949f59c74661&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,d1ac949f59c74661,False,False,False,Lagos,27 days ago,
Data Scientist at Snapnet Nigeria Limited,careersome,Lagos,LA,NG,en,Lagos,careersome,"Fri, 08 Mar 2019 11:25:09 GMT","Proven experience as a <b>Data</b> <b>Scientist</b>. Tableau) and <b>data</b> frameworks (e.g. Undertaking <b>data</b> collection, preprocessing and analysis.",http://ng.indeed.com/viewjob?jk=dbe21b1a80f0b285&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,dbe21b1a80f0b285,False,False,False,Lagos,9 months ago,
Data Scientist at Onwards Technologies,careersome,Lagos,LA,NG,en,Lagos,careersome,"Mon, 03 Dec 2018 12:49:48 GMT",Able to understand various <b>data</b> structures and common method in <b>data</b> presentation. We are looking for a <b>data</b> <b>scientist</b> that will help us discover the…,http://ng.indeed.com/viewjob?jk=efde1d33f7c4bde9&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,efde1d33f7c4bde9,False,False,False,Lagos,12 months ago,
MACHINE LEARNING ENGINEER,Ascentech,Lagos,LA,NG,en,Lagos,Ascentech,"Thu, 26 Sep 2019 10:38:35 GMT","Work closely with <b>Data</b> Engineers and <b>Data</b> <b>Scientists</b> to create analytical variables, metrics and models. Verifying <b>data</b> quality, and/or ensuring it via data…",http://ng.indeed.com/viewjob?jk=5f0d46048e857601&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,5f0d46048e857601,False,False,False,Lagos,30+ days ago,
Data Scientist at Foodlocker,careersome,Ibadan,OY,NG,en,Ibadan,careersome,"Tue, 23 Jul 2019 17:24:26 GMT","Foodlocker, an Ibadan-based e-Commerce/Retail startup is hiring an <b>Data</b> <b>Scientist</b>. BSc in Computer Science or any analytical discipline (Mathematics, Physics,…",http://ng.indeed.com/viewjob?jk=1b412d0f7e8ce07e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",7.37756,3.90591,1b412d0f7e8ce07e,False,False,False,Ibadan,4 months ago,
Data Scientist at RxAll,careersome,Ibadan,OY,NG,en,Ibadan,careersome,"Sat, 29 Jun 2019 11:30:14 GMT","We need a <b>Data</b> <b>Scientist</b> based in Ibadan, Nigeria to support our <b>Data</b> Team with our work in West Africa. Is an authentication platform through which regulators…",http://ng.indeed.com/viewjob?jk=f109ef1c7b7015b2&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",7.37756,3.90591,f109ef1c7b7015b2,False,False,False,Ibadan,5 months ago,
Associate Consultant Dig. Business Design & Reinvention (w/m/x),IBM,,DE,NG,de,Delta,IBM,"Wed, 04 Dec 2019 11:12:52 GMT","Als Associate bist Du als Consultant, Designer, <b>Data</b> <b>Scientist</b> oder Technical Specialist Teil eines Projektteams. Du hast ein abgeschlossenes Studium, das u.a.",http://ng.indeed.com/viewjob?jk=56f142e20cbd3b79&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",,,56f142e20cbd3b79,False,False,False,Delta,21 hours ago,
Instrumentation and Control Engineer,BATELitwin,Lagos,LA,NG,en,Lagos,BATELitwin,"Wed, 24 Jul 2019 15:04:20 GMT","Working coordinately with purchasers, team of engineers, <b>scientists</b>, operational engineers, design engineers and other internal personnel.",http://ng.indeed.com/viewjob?jk=49487405d09004d8&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,49487405d09004d8,False,False,False,Lagos,4 months ago,
Initiativbewerbung - Entwickler (m/w/d) Cognitive & Analytics,IBM,,DE,NG,de,Delta,IBM,"Wed, 31 Jul 2019 08:32:51 GMT",Du willst das digitale Zeitalter aktiv mitgestalten? Du begeisterst dich für neue Technologien? Du schaust gern über den Tellerrand und bist auf der Suche nach…,http://ng.indeed.com/viewjob?jk=a83b22bd9e3066b6&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",,,a83b22bd9e3066b6,False,False,False,Delta,4 months ago,
Local Political or Social Scientist,Social Impact,,,NG,en,Nigeria,Social Impact,"Tue, 17 Sep 2019 22:01:12 GMT","Local Political or Social <b>Scientist</b>, USAID/Nigeria DRG Assessment. Participate in developing the assessment design and <b>data</b> collection instruments.",http://ng.indeed.com/viewjob?jk=08735f757dd679a9&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",,,08735f757dd679a9,False,False,False,Nigeria,30+ days ago,
Project Administrative Officer,International Institute of Tropical Agriculture (IITA),Ibadan,OY,NG,en,Ibadan,ngojobsinafrica,"Tue, 03 Dec 2019 17:52:58 GMT",Support in <b>data</b> generation of project administration related information. Follow up with <b>scientists</b> to address specific issues raised by donors.,http://ng.indeed.com/viewjob?jk=93aa8f2a5294c40b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",7.37756,3.90591,93aa8f2a5294c40b,False,False,False,Ibadan,1 day ago,
Entwickler (m/w/d) - Data Science,P3 group GmbH,,DE,NG,de,Delta,P3 group GmbH,"Thu, 24 Oct 2019 21:52:56 GMT","Arbeite agil mit Softwareentwicklern, <b>Data</b> <b>Scientists</b> und Kunden zusammen, um Produktanforderungen zu definieren. Du arbeitest gerne mit Linux/Unix Systemen.",http://ng.indeed.com/viewjob?jk=6f05b6ace85cb9f5&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",,,6f05b6ace85cb9f5,False,False,False,Delta,30+ days ago,
Data Scientist (m/w/d),P3 group GmbH,,DE,NG,de,Delta,P3 group GmbH,"Thu, 24 Oct 2019 21:53:49 GMT",(gerne auch mit Promotion) und verfügst über mindestens 1-2 Jahre Erfahrung im Bereich <b>Data</b> Analytics/Data Science.,http://ng.indeed.com/viewjob?jk=490c5af1906e11bb&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",,,490c5af1906e11bb,False,False,False,Delta,30+ days ago,
Pre Sales Solution Architect,,Lagos,LA,NG,en,Lagos,NG Careers,"Tue, 03 Dec 2019 19:03:11 GMT","Provide <b>data</b> for sales collateral. With approximately 129,000 employees worldwide, including more than 19,000 engineers and <b>scientists</b>, we have an unrelenting…",http://ng.indeed.com/viewjob?jk=4ea46cee1f22e219&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,4ea46cee1f22e219,False,False,False,Lagos,1 day ago,
Full Stack Developer at ​Zercom Systems Nigeria Limited,careersome,Lagos,LA,NG,en,Lagos,careersome,"Thu, 01 Aug 2019 17:24:59 GMT",Work with <b>data</b> <b>scientists</b> and analysts to improve software. Create security and <b>data</b> protection settings. Zercom Systems Nigeria Limited is a privately held IT…,http://ng.indeed.com/viewjob?jk=b7796194d5a60e0b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,b7796194d5a60e0b,False,False,False,Lagos,4 months ago,
Back End Developer at Webcoupers,careersome,Lagos,LA,NG,en,Lagos,careersome,"Thu, 14 Nov 2019 11:24:31 GMT","Manage a team of ad-hoc & in-house developers, <b>Data</b> <b>scientists</b> & other departments to develop products in-house and for clients.",http://ng.indeed.com/viewjob?jk=06dab90699db4e40&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,06dab90699db4e40,False,False,False,Lagos,20 days ago,
Content & Inbound Marketing Executive at Ignitia AB,careersome,Lagos,LA,NG,en,Lagos,careersome,"Mon, 01 Jul 2019 17:25:34 GMT","You will be supported by a small yet mighty team of <b>scientists</b>, marketers and technical experts. You are an excellent communicator and creative thinker with the…",http://ng.indeed.com/viewjob?jk=1bc638daccff9d13&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,1bc638daccff9d13,False,False,False,Lagos,5 months ago,
Channel Account Manager,,Lagos,LA,NG,en,Lagos,NG Careers,"Tue, 03 Dec 2019 19:03:16 GMT",Take responsibility for the <b>data</b> integrity in the system. Keep the CRM system up to date with all sales related activity including (but not limited to) meeting…,http://ng.indeed.com/viewjob?jk=726e9c447331bd0f&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,726e9c447331bd0f,False,False,False,Lagos,1 day ago,
Senior Sales Specialist,,Lagos,LA,NG,en,Lagos,NG Careers,"Tue, 03 Dec 2019 19:03:13 GMT","Analyzing sales and marketing <b>data</b> to determine further growth opportunities. With approximately 129,000 employees worldwide, including more than 19,000…",http://ng.indeed.com/viewjob?jk=66a8d07e7486b33c&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,66a8d07e7486b33c,False,False,False,Lagos,1 day ago,
Data Scientist,Xyples LLC,Lagos,LA,NG,en,Lagos,Indeed,"Tue, 13 Aug 2019 10:24:17 GMT","Experience using other programming and <b>data</b> manipulation languages preferred (SQL, Hive, Pig, Python, C/C++, Java). 3 months and 12 months for employment date.",http://ng.indeed.com/viewjob?jk=a6f7888a933ca19d&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXVH5Y05AsHEKegFci4mEw_I&indpubnum=9091824477922251&atk=1drajn4egobjs800,"indeed_clk(this,'1295');",6.45407,3.39467,a6f7888a933ca19d,False,False,True,Lagos,30+ days ago,
MEDICAL LABORATORY SCIENTIST,Obijackson Foundation,Uruobo-Okija,AN,NG,en,Uruobo-Okija,Obijackson Foundation,"Fri, 13 Sep 2019 13:21:11 GMT","Make use of information technology to accurately record and analyse <b>data</b>, write reports and share results. Interested candidates should forward their curriculum…",http://ng.indeed.com/viewjob?jk=315bad921278e1aa&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXQ8VPTADZV-0I1OB8xFPxkU&indpubnum=9091824477922251&atk=1drajn53vovjf800,"indeed_clk(this,'1983');",5.90016,6.84312,315bad921278e1aa,False,False,True,Uruobo-Okija,30+ days ago,
User Experience Researcher,Renmoney,Lagos,LA,NG,en,Lagos,RenMoney,"Tue, 15 Oct 2019 03:23:32 GMT","Our teams include designers, <b>data</b> <b>scientists</b>, content strategists, and engineers who are passionate about quality, usability, and simplicity.",http://ng.indeed.com/viewjob?jk=97c0e0ad82be144d&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXQ8VPTADZV-0I1OB8xFPxkU&indpubnum=9091824477922251&atk=1drajn53vovjf800,"indeed_clk(this,'1983');",6.45407,3.39467,97c0e0ad82be144d,False,False,True,Lagos,30+ days ago,
Google Cloud,Xyples LLC,Lagos,LA,NG,en,Lagos,Indeed,"Tue, 19 Nov 2019 04:43:40 GMT","Prior experience working as/with Machine Learning Engineers, <b>Data</b> Engineers, or <b>Data</b> <b>Scientists</b>. In-depth knowledge of popular database and <b>data</b> warehouse…",http://ng.indeed.com/viewjob?jk=aac775ac2cf4cdd5&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXQ8VPTADZV-0I1OB8xFPxkU&indpubnum=9091824477922251&atk=1drajn53vovjf800,"indeed_clk(this,'1983');",6.45407,3.39467,aac775ac2cf4cdd5,False,False,True,Lagos,16 days ago,
Economist,Xyples LLC,Lagos,LA,NG,en,Lagos,Indeed,"Mon, 19 Aug 2019 09:21:12 GMT","Work closely with our applied <b>scientists</b> and engineers to productional models. You will develop a deep understanding of our mission, <b>data</b> sources, metrics.",http://ng.indeed.com/viewjob?jk=5d97697b9e58f2b8&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXQ8VPTADZV-0I1OB8xFPxkU&indpubnum=9091824477922251&atk=1drajn53vovjf800,"indeed_clk(this,'1983');",6.45407,3.39467,5d97697b9e58f2b8,False,False,True,Lagos,30+ days ago,
Natural Language Processing Analyst,Xyples LLC,Lagos,LA,NG,en,Lagos,Indeed,"Mon, 12 Aug 2019 20:54:29 GMT","Lead the ETL process to ingest structured <b>data</b> and annotation processes to enrich unstructured <b>data</b> leveraging a variety of <b>data</b> sources (social media, news,…",http://ng.indeed.com/viewjob?jk=478d4c1c61427673&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXQ8VPTADZV-0I1OB8xFPxkU&indpubnum=9091824477922251&atk=1drajn53vovjf800,"indeed_clk(this,'1983');",6.45407,3.39467,478d4c1c61427673,False,False,True,Lagos,30+ days ago,
Full Stack Developer,Xyples LLC,Lagos,LA,NG,en,Lagos,Indeed,"Thu, 15 Aug 2019 16:34:34 GMT","Exploratory <b>data</b> visualization & analysis tools&mdash;apps to help <b>scientists</b> explore and understand diverse, complex, and multidimensional <b>data</b>.",http://ng.indeed.com/viewjob?jk=91701e46a7d47b4d&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXQ8VPTADZV-0I1OB8xFPxkU&indpubnum=9091824477922251&atk=1drajn53vovjf800,"indeed_clk(this,'1983');",6.45407,3.39467,91701e46a7d47b4d,False,False,True,Lagos,30+ days ago,
Medical Laboratory Scientist at WellMed Healthcare​,careersome,Lagos,LA,NG,en,Lagos,careersome,"Thu, 19 Sep 2019 11:24:31 GMT","Makes use of the laboratory computer systems to place testing <b>data</b>, generate reports of testing result. WellMed Healthcare, a Medical diagnostics centre in Ajah…",http://ng.indeed.com/viewjob?jk=afa99d7808700e29&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl7mMKM2f9n9GD2lW0Xz8Xx3DmvYiquJUVtcw8CDr6KXQ8VPTADZV-0I1OB8xFPxkU&indpubnum=9091824477922251&atk=1drajn53vovjf800,"indeed_clk(this,'1983');",6.45407,3.39467,afa99d7808700e29,False,False,True,Lagos,30+ days ago,
Data Scientist,IQVIA,,,MA,en,Maroc,IQVIA,"Tue, 26 Nov 2019 20:04:12 GMT","Knowledge of healthcare patient-level <b>data</b>. IQVIA™ is The Human <b>Data</b> Science Company™, focused on using <b>data</b> and science to help healthcare clients find better…",http://ma.indeed.com/viewjob?jk=4d4389aef38973ad&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,4d4389aef38973ad,False,False,False,Maroc,il y a 8 jours,
Data Scientist,intelcia,Casablanca,6,MA,fr,Casablanca,intelcia,"Tue, 19 Nov 2019 18:57:34 GMT","Le <b>Data</b> <b>Scientist</b> est un expert de la gestion et de l'analyse pointue de données massives ""BIG <b>DATA</b>"". Il détermine à partir de sources de données multiples et…",http://ma.indeed.com/viewjob?jk=e71167d1f0f5a1be&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,e71167d1f0f5a1be,False,False,False,Casablanca,il y a 15 jours,
Groupe Le Matin recrute un Traffic Manager et un Stagiaire Data Scientists,,,,MA,fr,Maroc,Najm Job,"Fri, 10 May 2019 23:58:46 GMT",Groupe Le Matin recrute un Traffic Manager et un Stagiaire <b>Data</b> <b>Scientists</b>. Connaissances des technologies Big <b>Data</b> : Savoir prioriser les actions à mener.,http://ma.indeed.com/viewjob?jk=50ada5f4f0c97f86&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,50ada5f4f0c97f86,False,False,False,Maroc,il y a 6 mois,
Data Scientist,RED TIC,Casablanca,6,MA,en,Casablanca,Pitch For Job,"Tue, 29 Oct 2019 15:23:11 GMT","3-5 years of experience in <b>Data</b> <b>scientist</b> and Business Analyst role, informatics, applied statistics or comparable field.",http://ma.indeed.com/viewjob?jk=8bce7052600e97ae&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,8bce7052600e97ae,False,False,False,Casablanca,il y a 30+ jours,
Data scientist bac+4/5,BMCI,Casablanca,6,MA,fr,Casablanca,Maroc Annonces,"Sat, 30 Nov 2019 23:06:30 GMT",Société recherche des <b>Data</b> <b>scientist</b> Junior . Bac + 4/5 en BIG <b>DATA</b>. Connaissance en <b>Data</b> mining + Machine Learning. Bonne maîtrise de la langue française.,http://ma.indeed.com/viewjob?jk=2c685d67d7ded18b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,2c685d67d7ded18b,False,False,False,Casablanca,il y a 4 jours,
Chef de Projet Data & Modélisation (Data Scientist) H/F,Crédit du Maroc,Casablanca,6,MA,fr,Casablanca,Groupe Crédit Agricole,"Wed, 02 Jan 2019 12:04:31 GMT","Support des diverses équipes risques en terme de <b>Data</b> et d'outils,. Filiale du Groupe Crédit Agricole S.A., Crédit du Maroc propose des offres sur mesure qui…",http://ma.indeed.com/viewjob?jk=5d102b2720abee5d&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,5d102b2720abee5d,False,False,False,Casablanca,il y a 11 mois,
Data scientist,Michael Page,,,MA,en,Maroc,Michael Page,"Mon, 18 Feb 2019 09:08:18 GMT","The <b>Data</b> <b>Scientist</b> will be responsible for creating valuable, transformative business strategies through the measurement, manipulation, reporting and…",http://ma.indeed.com/viewjob?jk=2420b6fb9541faa3&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,2420b6fb9541faa3,False,False,False,Maroc,il y a 9 mois,
Data Scientist Senior,Attijariwafa Bank,,,MA,fr,Maroc,Attijariwafa Bank,"Fri, 26 Apr 2019 11:16:03 GMT","Attijariwafa bank Casablanca Show location. Job starts from April 26, 2019. Rattaché(e) à la Banque de Détail, vous serez amené à développer une approche…",http://ma.indeed.com/viewjob?jk=8dfb67102e96d795&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,8dfb67102e96d795,False,False,False,Maroc,il y a 7 mois,
Graduate Data Science Intern - Big Data Specialty,Dell,Casablanca,6,MA,en,Casablanca,Dell,"Wed, 23 Oct 2019 07:47:40 GMT",Graduate <b>Data</b> Science Intern- Big <b>Data</b> Specialty. Work with analysts and <b>data</b> <b>scientists</b> to improve existing model accuracy.,http://ma.indeed.com/viewjob?jk=c2e99b424b5bc9ef&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,c2e99b424b5bc9ef,False,False,False,Casablanca,il y a 30+ jours,
Stage en Data scientist,skytrend,Casablanca,6,MA,en,Casablanca,stagiaires.ma,"Tue, 19 Nov 2019 19:06:31 GMT",Identify <b>Data</b> Science solutions for various product services initiatives. Knowledge of real-time machine learning and/or <b>data</b> mining algorithms and/or…,http://ma.indeed.com/viewjob?jk=6fa436ef59eb83ac&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,6fa436ef59eb83ac,False,False,False,Casablanca,il y a 15 jours,
Ingénieur big data,,Casablanca,6,MA,fr,Casablanca,jobs-ma,"Sun, 24 Nov 2019 00:43:44 GMT",Un ingénieur big <b>data</b> / nous recherchons un ingénieur big <b>data</b> (min 3 ans d'expérience) pour l'un de nos clients à casablanca. Plus de 10 000 DH.,http://ma.indeed.com/viewjob?jk=231371063792a966&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,231371063792a966,False,False,False,Casablanca,il y a 11 jours,
Data scientist,ORH Assessment,Rabat,4,MA,fr,Rabat,ORH Assessment,"Wed, 07 Nov 2018 14:03:42 GMT","Nous recrutons pour le compte d'un organisme de développement digital, des Ingénieurs d’Etat <b>Data</b> <b>scientist</b>. L’innovation principale qui nous permet de réussir…",http://ma.indeed.com/viewjob?jk=18bffd31c3c2d5d5&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",34.01325,-6.83255,18bffd31c3c2d5d5,False,False,False,Rabat,il y a 13 mois,
