jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
"OCP: Appels à candidature pour le recrutement d’un Senior Data Scientist, dernier délai le 29 Dec 2018",,,,MA,en,Maroc,Najm Job,"Fri, 15 Mar 2019 06:05:56 GMT","Senior <b>Data</b> <b>Scientist</b> (Numéro de l’emploi: As a senior <b>data</b> <b>scientist</b>, you will work closely with cross-functional teams of <b>data</b> <b>scientists</b>, designers and…",http://ma.indeed.com/viewjob?jk=0d38634bd183f960&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,0d38634bd183f960,False,False,False,Maroc,il y a 8 mois,
Ingénieur big data,,,,MA,fr,Maroc,e-ingenieur.info,"Wed, 27 Nov 2019 08:02:10 GMT",Un ingénieur big <b>data</b> / nous recherchons un ingénieur big <b>data</b> (min 3 ans d’expérience) pour l’un de nos clients à casablanca.,http://ma.indeed.com/viewjob?jk=0f70fbe454d0af25&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,0f70fbe454d0af25,False,False,False,Maroc,il y a 8 jours,
Data Science Executive,Nielsen,Casablanca,6,MA,en,Casablanca,Nielsen,"Tue, 15 Oct 2019 08:44:22 GMT","Professionals with degrees in Maths, <b>Data</b> Science, Statistics, or related fields involving statistical analysis of large <b>data</b> sets. Yes, 5% of the Time.",http://ma.indeed.com/viewjob?jk=c4de19c45eb3a33e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,c4de19c45eb3a33e,False,False,False,Casablanca,il y a 30+ jours,
Java Full Stack Engineer - Oracle Labs DATA STUDIO,Oracle,,,MA,en,Maroc,Oracle,"Thu, 21 Nov 2019 02:15:32 GMT",Oracle Labs <b>Data</b> Studio is a web-based notebook platform for <b>data</b> <b>scientists</b>. The Project – Oracle Labs <b>Data</b> Studio. Then we are looking for you.,http://ma.indeed.com/viewjob?jk=1cd8792e92e38d65&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,1cd8792e92e38d65,False,False,False,Maroc,il y a 14 jours,
Data science executive – Casablanca,,Casablanca,6,MA,fr,Casablanca,e-ingenieur.info,"Tue, 19 Nov 2019 02:01:28 GMT","<b>Data</b> science executive – 46808 <b>data</b> science – morocco casablanca, grand casablanca <b>data</b> <b>scientist</b> – casablanca, morocco about this job acts as a business…",http://ma.indeed.com/viewjob?jk=0f24fae58640bb9c&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,0f24fae58640bb9c,False,False,False,Casablanca,il y a 16 jours,
Data science senior executive – Casablanca,,Casablanca,6,MA,fr,Casablanca,e-ingenieur.info,"Tue, 15 Oct 2019 08:02:09 GMT","<b>Data</b> science senior executive – 46808 <b>data</b> science – morocco casablanca, grand casablanca <b>data</b> <b>scientist</b> – casablanca, morocco about this job acts as a business…",http://ma.indeed.com/viewjob?jk=d8e48a5331fd0173&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,d8e48a5331fd0173,False,False,False,Casablanca,il y a 30+ jours,
Ingénieur big data,le,Casablanca,6,MA,fr,Casablanca,Maroc Annonces,"Sun, 24 Nov 2019 23:36:07 GMT",Un Ingénieur Big <b>Data</b> / Nous recherchons Un Ingénieur Big <b>Data</b> (min 3 ans d'expérience) pour l'un de nos clients à Casablanca.,http://ma.indeed.com/viewjob?jk=878e93055e6191c5&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,878e93055e6191c5,False,False,False,Casablanca,il y a 10 jours,
Chef de projet SI,Attijariwafa Bank,,,MA,fr,Maroc,Attijariwafa Bank,"Mon, 18 Mar 2019 11:15:36 GMT","Ambitionne d'évoluer dans les métiers de l'IT (développement, intégration, <b>Data</b> <b>scientist</b>, gestion de projet...), vous justifiez d’une expérience probante dans…",http://ma.indeed.com/viewjob?jk=3acdcaf74e7ab540&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,3acdcaf74e7ab540,False,False,False,Maroc,il y a 8 mois,
L’Institut Royal des Etudes Stratégiques (IRES) recherche des candidats(es) pour le poste d’analyste statisticien,,,,MA,fr,Maroc,Najm Job,"Wed, 27 Nov 2019 23:59:09 GMT"," Être titulaire d’un Bac +5, lauréat(e) d’une grande école d’ingénieur (Data <b>Scientist</b> de préférence) ou bien disposant d’un Master en statistique ou en…",http://ma.indeed.com/viewjob?jk=a1016554aecd63f5&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,a1016554aecd63f5,False,False,False,Maroc,il y a 7 jours,
المكتب الشريف للفوسفاط: الترشيح التلقائي لتوظيف وتدريب مترشحين في عدة تخصصات، آخر أجل للترشيح هو 30 دجنبر 2018,,,,MA,fr,Maroc,Najm Job,"Thu, 17 Jan 2019 12:00:20 GMT","Appels à candidature pour le recrutement d’un Senior <b>Data</b> <b>Scientist</b>, dernier délai le 29 Dec 2018. Candidature Spontanée (Numéro de l’emploi:",http://ma.indeed.com/viewjob?jk=6b0d9a7c85e513f3&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,6b0d9a7c85e513f3,False,False,False,Maroc,il y a 10 mois,
Data Architect,Michael Page,,,MA,en,Maroc,Michael Page,"Tue, 11 Dec 2018 15:08:03 GMT","Proven work experience as a <b>Data</b> architect, <b>Data</b> <b>scientist</b> or <b>Data</b> analyst. Migrate <b>data</b> from legacy systems to new solutions.",http://ma.indeed.com/viewjob?jk=d9d435bbe79065ec&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,d9d435bbe79065ec,False,False,False,Maroc,il y a 11 mois,
Responsable DashBoard Management,Trusted Advisors,Casablanca,6,MA,fr,Casablanca,Trusted Advisors,"Mon, 08 Apr 2019 23:32:13 GMT","Nous recherchons pour le compte d'une banque de la place, un Responsable DashBoard Management, qui a 7 ans d'expérience dont 4 ans en tant que Chef de Projets…",http://ma.indeed.com/viewjob?jk=be0c7908984edc2c&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",33.593914,-7.61763,be0c7908984edc2c,False,False,False,Casablanca,il y a 8 mois,
Ingénieur études & développement,Attijariwafa Bank,,,MA,fr,Maroc,Attijariwafa Bank,"Wed, 03 Oct 2018 17:15:44 GMT","Ambitionne d'évoluer dans les métiers de l'IT (développement, intégration, <b>Data</b> <b>scientist</b>, gestion de projet...), vous justifiez d’une expérience de 3 ans dans…",http://ma.indeed.com/viewjob?jk=7413bc0a57c87deb&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXQnA_gC0tcZPYngtjOs_iv8&indpubnum=9091824477922251&atk=1drajn6inf2dq800,"indeed_clk(this,'3479');",,,7413bc0a57c87deb,False,False,False,Maroc,il y a 14 mois,
وكالة التنمية الرقمية: مباريات توظيف 16 إطار و8 تقنيين متخصصين وسائق، آخر أجل هو 16 نونبر 2018,,,,MA,fr,Maroc,Alwadifa Club,"Tue, 26 Feb 2019 18:40:44 GMT",L’Agence du Développement Digital (ADD) recrute plusieurs profils dans l’une des spécialités et postes correspondants suivants: Audit et contrôle de gestion:,http://ma.indeed.com/viewjob?jk=12569aea3dd08e36&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",,,12569aea3dd08e36,False,False,False,Maroc,il y a 9 mois,
Postdoctoral Fellow - Agri-Environment Modeller,Mohammed VI Polytechnic University,,,MA,en,Maroc,ResearchGATE,"Wed, 30 Oct 2019 16:43:36 GMT","We are seeking a highly numerate <b>scientist</b> experienced in modelling and computer programming, preferably with a background in Agriculture or/and Environmental…",http://ma.indeed.com/viewjob?jk=70bc2cc098ecc04b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",,,70bc2cc098ecc04b,False,False,False,Maroc,il y a 30+ jours,
Postdoctoral Fellow in Phenotyping nutritional status of crops using remote sensing technologies,Mohammed VI Polytechnic University,,,MA,en,Maroc,ResearchGATE,"Wed, 30 Oct 2019 16:43:36 GMT","<b>Data</b> acquisition using handheld and drone-based (UAV) sensors as well as satellite imagery will be used, in order to identify and quantify the deficiency and…",http://ma.indeed.com/viewjob?jk=a635a0a6d0ec08c8&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",,,a635a0a6d0ec08c8,False,False,False,Maroc,il y a 30+ jours,
Postdoctoral Fellow in Legume Root Microbiome - Molecular and functional diversity,Mohammed VI Polytechnic University,,,MA,en,Maroc,ResearchGATE,"Tue, 03 Dec 2019 10:44:29 GMT","Basic RNA/DNA techniques (PCR, qPCR, RT-qPCR), 16S amplicon NGS sequencing, <b>data</b> processing and bioinformatics, molecular taxonomy and prokaryotic community…",http://ma.indeed.com/viewjob?jk=847bcff140067f60&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",,,847bcff140067f60,False,False,False,Maroc,il y a 1 jour,
Postdoctoral Fellow in 3D Computer Vision for Crop Phenotyping,Mohammed VI Polytechnic University,,,MA,en,Maroc,ResearchGATE,"Wed, 30 Oct 2019 16:43:40 GMT",A strong background of knowledge and experience in 3D imaging and point cloud <b>data</b>. The candidates will be shortlisted by all Project Partners and will be…,http://ma.indeed.com/viewjob?jk=5df1f59a19785711&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",,,5df1f59a19785711,False,False,False,Maroc,il y a 30+ jours,
Postdoctoral Fellow - Novel (bio)-fertilizer formulations for Africa,Mohammed VI Polytechnic University,,,MA,en,Maroc,ResearchGATE,"Wed, 30 Oct 2019 16:43:49 GMT","The Postdoctoral Fellow will have primary responsibility to conduct field sampling from the project target countries, conduct DNA extraction, and sequencing,…",http://ma.indeed.com/viewjob?jk=02fa71b3e2c43f6b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",,,02fa71b3e2c43f6b,False,False,False,Maroc,il y a 30+ jours,
Postdoctoral Fellow in Remote Sensing for Agricultural Production,Mohammed VI Polytechnic University,,,MA,en,Maroc,ResearchGATE,"Wed, 30 Oct 2019 16:43:36 GMT","The post will integrate EO <b>data</b> with crop with crop yield models, developing a GIS framework for assessing yield gaps. PhD in the field of Remote Sensing.",http://ma.indeed.com/viewjob?jk=6d405e071b94fd27&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",,,6d405e071b94fd27,False,False,False,Maroc,il y a 30+ jours,
Analyste Statisticien,Institut Royal des Etudes Stratégiques,Rabat,4,MA,fr,Rabat,Institut Royal des Etudes Stratégiques,"Thu, 21 Nov 2019 12:16:27 GMT","Être titulaire d’un Bac +5, lauréat(e) d’une grande école d’ingénieur (Data <b>Scientist</b> de préférence) ou bien disposant d’un Master en statistique ou en…",http://ma.indeed.com/viewjob?jk=9b025e525c0f07ec&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tm1a7TLczUxL0C7eiEmw7i13DmvYiquJUVtcw8CDr6KXfFFSlfwBqM9h-ij6xkORGc&indpubnum=9091824477922251&atk=1drajn780nhd1800,"indeed_clk(this,'4158');",34.01325,-6.83255,9b025e525c0f07ec,False,False,True,Rabat,il y a 13 jours,
Data Scientist - Advanced Analytics,McKinsey & Company,القاهرة,C,EG,en,القاهرة,McKinsey & Company,"Tue, 30 Jul 2019 18:22:36 GMT","As a <b>Data</b> <b>Scientist</b>, you will shape the future of what data-driven organizations look like, drive processes for extracting and using that <b>data</b> in creative ways,…",http://eg.indeed.com/viewjob?jk=1083101aab282d4c&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,1083101aab282d4c,False,False,False,القاهرة,منذ 4 أشهور,
Data Engineer,AXA Egypt,القاهرة,C,EG,en,القاهرة,AXA Egypt,"Thu, 10 Oct 2019 05:59:49 GMT","The <b>Data</b> Engineer will support our software developers, data/business analysts and <b>data</b> scientists on <b>data</b> initiatives and will ensure optimal <b>data</b> delivery…",http://eg.indeed.com/viewjob?jk=00ce401772393727&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,00ce401772393727,False,False,False,القاهرة,منذ 56 يوم,
Senior Data Scientist,Jumia Group,القاهرة,C,EG,en,القاهرة,Jumia Group,"Thu, 28 Nov 2019 17:53:03 GMT","Experience in building <b>data</b> products and crunching terabytes of <b>data</b>. As a Senior <b>Data</b> <b>Scientist</b>, you will lead our global effort to lower payment risk.",http://eg.indeed.com/viewjob?jk=b2c26c1cbf7e5238&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,b2c26c1cbf7e5238,False,False,False,القاهرة,منذ 6 أيام,
Associate data scientist - IBM CIC,IBM,,DK,EG,da,محافظة الدقهلية,IBM,"Fri, 08 Nov 2019 11:13:35 GMT","Du vil blive en del at et team, der blandt andet står for <b>data</b> management, analyse af <b>data</b> og modellering af machine learning algoritmer.",http://eg.indeed.com/viewjob?jk=0187ad8acd1964e1&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",,,0187ad8acd1964e1,False,False,False,محافظة الدقهلية,منذ 26 يوم,
Senior Data Scientist,Dell,القاهرة,C,EG,en,القاهرة,Dell,"Thu, 07 Nov 2019 04:19:39 GMT","3+ years of experience as a <b>Data</b> <b>Scientist</b>. Applicants will be expected to work with a diverse set of <b>data</b> sources, such as time series <b>data</b>, spatial, graph…",http://eg.indeed.com/viewjob?jk=b6738ed095f846c1&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,b6738ed095f846c1,False,False,False,القاهرة,منذ 28 يوم,
Data Scientist,elmenus,القاهرة,C,EG,en,القاهرة,elmenus,"Wed, 17 Apr 2019 16:32:42 GMT",To manipulate <b>data</b> and draw insights from large <b>data</b> sets. Experience in manipulating <b>data</b> sets and building statistical models for at least 4 years.,http://eg.indeed.com/viewjob?jk=bd9c7d5bb0aa5bfc&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,bd9c7d5bb0aa5bfc,False,False,True,القاهرة,منذ 7 أشهور,
Data Scientist,Nana,القاهرة,C,EG,en,القاهرة,NANA,"Mon, 11 Nov 2019 10:14:50 GMT",5 years of experience in <b>Data</b> Science/ Big <b>Data</b> Analytics / <b>Data</b> Engineering. We are looking for an experienced and passionate <b>Data</b> <b>Scientist</b> to join our team…,http://eg.indeed.com/viewjob?jk=65d955caf8a65884&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,65d955caf8a65884,False,False,True,القاهرة,منذ 23 يوم,
Artificial Intelligence Engineer,INTDV,القاهرة,C,EG,en,القاهرة,INTDV,"Sat, 05 Jan 2019 10:10:55 GMT",The <b>data</b> <b>scientist</b> understands client needs and business constraints. Perform <b>data</b> mining by applying machine learning and supervised learning algorithms.,http://eg.indeed.com/viewjob?jk=639eb465a352dbcd&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,639eb465a352dbcd,False,False,True,القاهرة,منذ 11 شهر,
Senior/ Lead Data Scientist,MoneyFellows,القاهرة,C,EG,en,القاهرة,Moneyfellows,"Mon, 16 Sep 2019 23:00:33 GMT","At MoneyFellows, the Senior <b>Data</b> <b>Scientist</b> role will help us gain useful insights out of our raw <b>data</b>. Proven experience as a <b>Data</b> <b>Scientist</b> or similar role (3+…",http://eg.indeed.com/viewjob?jk=88a904fcb5369c2e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tl8KT-asmVRvbBTw7e_1ezZ2GaD3yqZSkApoNnV9IZg0uCzTPWIswHeafD0V-Ju32Q&indpubnum=9091824477922251&atk=1drajn8j9fdd9801,"indeed_clk(this,'5545');",30.06263,31.24967,88a904fcb5369c2e,False,False,True,القاهرة,منذ 79 يوم,
